title,text,origin,url,label,publisher_name,publisher_site,date
É falso vídeo em que multidão xinga Lula no Rock in Rio,Até no Rock in Rio lula é ovacionado pelos brasileiros,Post no Facebook,https://lupa.uol.com.br/jornalismo/2022/09/06/lula-rock-in-rio,1,Lupa - UOL,lupa.uol.com.br,2022-09-03T00:00:00Z
Jovem Pan: o que é falso e o que é verdadeiro na entrevista de Bolsonaro,[Somos o governo] Que criou o Pix,Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/06/jovem-pan-entrevista-bolsonaro,1,Lupa - UOL,lupa.uol.com.br,
Jovem Pan: o que é falso e o que é verdadeiro na entrevista de Bolsonaro,Onde [governos petistas] se endividou a Petrobras em R$ 900 bilhões,Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/06/jovem-pan-entrevista-bolsonaro,1,Lupa - UOL,lupa.uol.com.br,
É falso que Bolsonaro foi recebido com gritos de apoio a Lula na Igreja Mundial,[Bolsonaro] é recebido na Igreja Mundial do Valdomiro. Olha o que ele fez. Público grita: ‘Lula Guerreiro do povo brasileiro',Legenda em vídeo,https://lupa.uol.com.br/jornalismo/2022/09/06/falso-que-bolsonaro-foi-recebido-com-gritos-de-apoio-a-lula-na-igreja-mundial,1,Lupa - UOL,lupa.uol.com.br,2022-09-04T00:00:00Z
É falso que multidão de apoiadores acompanhou Bolsonaro após entrevista na RedeTV!,Lotado! Presidente Jair Bolsonaro deixa a Rede TV e é ovacionado por multidão de apoiadores na saída.”,Publicação no Facebook,https://lupa.uol.com.br/jornalismo/2022/09/06/bolsonaro-rede-tv-multidao,1,Lupa - UOL,lupa.uol.com.br,2022-09-01T00:00:00Z
"Presidente do CNS, filiado ao PT, não pediu suspensão do piso da enfermagem","Divulguem, quem é o cara que pediu ao boca de veludo, para cancelar o piso salarial dos enfermeiros. Fernando Pigatto. Presidente do CNS (...)",Post nas redes sociais,https://lupa.uol.com.br/jornalismo/2022/09/06/cns-piso-da-enfermagem,1,Lupa - UOL,lupa.uol.com.br,2022-09-06T00:00:00Z
Jovem Pan: o que é falso e o que é verdadeiro na entrevista de Bolsonaro,[Nosso governo] reduziu o feminicídio no Brasil,Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/06/jovem-pan-entrevista-bolsonaro,1,Lupa - UOL,lupa.uol.com.br,
Jovem Pan: o que é falso e o que é verdadeiro na entrevista de Bolsonaro,"[Wal] ganhava salário mínimo, mais auxílio alimentação",Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/06/jovem-pan-entrevista-bolsonaro,1,Lupa - UOL,lupa.uol.com.br,
Vídeo de manifestação contra o PT é de 2013 e não foi gravado na Bahia,"“30/08/22. Quem diria!!! A Bahia, curral vermelho, olha o povo tocando o terror... Brasil acordando!!! Salvador botando prá quebrar”",Legenda de vídeo que circula no Facebook,https://lupa.uol.com.br/jornalismo/2022/09/06/-manifestacao-2013-nao-bahia,1,Lupa - UOL,lupa.uol.com.br,
Jovem Pan: o que é falso e o que é verdadeiro na entrevista de Bolsonaro,"A mulher que é dona de casa, solteira e comanda realmente seus filhos, ela ganha R$ 1.200 por mês [de Auxílio Brasil]",Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/06/jovem-pan-entrevista-bolsonaro,1,Lupa - UOL,lupa.uol.com.br,
Jovem Pan: o que é falso e o que é verdadeiro na entrevista de Bolsonaro,"Você vê a gasolina, na maioria dos estados, abaixo de R$ 5",Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/06/jovem-pan-entrevista-bolsonaro,1,Lupa - UOL,lupa.uol.com.br,
Jovem Pan: o que é falso e o que é verdadeiro na entrevista de Bolsonaro,"Começou a retaliação. O presidente eleito lá [na Colômbia] falou claramente que vai botar para fora os traficantes, que vai aprovar aqui a liberação das drogas na Colômbia e vai abrir a fronteira com a Venezuela. E já começa executando cinco policiais",Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/06/jovem-pan-entrevista-bolsonaro,1,Lupa - UOL,lupa.uol.com.br,
Jovem Pan: o que é falso e o que é verdadeiro na entrevista de Bolsonaro,Não tem corrupção no meu governo,Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/06/jovem-pan-entrevista-bolsonaro,1,Lupa - UOL,lupa.uol.com.br,
Jovem Pan: o que é falso e o que é verdadeiro na entrevista de Bolsonaro,Outros falavam que apertavam 1 [na urna] e aparecia a cara do Haddad e acabava a votação,Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/06/jovem-pan-entrevista-bolsonaro,1,Lupa - UOL,lupa.uol.com.br,
Jovem Pan: o que é falso e o que é verdadeiro na entrevista de Bolsonaro,Sou o primeiro presidente com teto de gastos,Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/06/jovem-pan-entrevista-bolsonaro,1,Lupa - UOL,lupa.uol.com.br,
Ciro erra ao falar de Lula e Bolsonaro em entrevista ao Pânico,O Lula recusou-se a assinar a Constituição,Ciro Gomes (PDT),https://lupa.uol.com.br/jornalismo/2022/09/05/ciro-entrevista-panico,1,Lupa - UOL,lupa.uol.com.br,
"Tarja em uniforme de atletas oculta marca do governo federal, não bandeira do Brasil","“Essa tarja atrás da camisa dos atletas, sabe o que é? Proibição que apareça a bandeira do Brasil. Olha o absurdo que nós chegamos nesse país. Não pode aparecer a bandeira do Brasil. Se aparecer a bandeira do Brasil é apologia eleitoral. É mole?”",Vídeo no WhatsApp,https://lupa.uol.com.br/jornalismo/2022/09/05/tarja-uniforme-minas,1,Lupa - UOL,lupa.uol.com.br,
Ciro erra ao falar de Lula e Bolsonaro em entrevista ao Pânico,Temos a maior concentração de renda do mundo,Ciro Gomes (PDT),https://lupa.uol.com.br/jornalismo/2022/09/05/ciro-entrevista-panico,1,Lupa - UOL,lupa.uol.com.br,
Lula não disse que enfermeiros só servem para dar sopa a pacientes,"""Lula sobre decisão do Barroso:
'Enfermeiros só servem pra servir sopa, precisamos de mais médicos'""",Post no WhatsApp,https://lupa.uol.com.br/jornalismo/2022/09/05/lula-enfermeiros-sopa,1,Lupa - UOL,lupa.uol.com.br,2022-09-05T00:00:00Z
Ciro erra ao falar de Lula e Bolsonaro em entrevista ao Pânico,"70 de cada 100 ou estão no desalento, desempregados ou na informalidade",Ciro Gomes (PDT),https://lupa.uol.com.br/jornalismo/2022/09/05/ciro-entrevista-panico,1,Lupa - UOL,lupa.uol.com.br,
Ciro erra ao falar de Lula e Bolsonaro em entrevista ao Pânico,7% de queda do PIB em dois anos [governo Dilma Rousseff],Ciro Gomes (PDT),https://lupa.uol.com.br/jornalismo/2022/09/05/ciro-entrevista-panico,1,Lupa - UOL,lupa.uol.com.br,
Ciro erra ao falar de Lula e Bolsonaro em entrevista ao Pânico,"Fui o governador mais popular do Brasil, olhe no Datafolha",Ciro Gomes (PDT),https://lupa.uol.com.br/jornalismo/2022/09/05/ciro-entrevista-panico,1,Lupa - UOL,lupa.uol.com.br,
Ciro erra ao falar de Lula e Bolsonaro em entrevista ao Pânico,"Entre eleição e posse, requereu aposentadoria de deputado. Bolsonaro tem duas aposentadorias e recebe salário de presidente",Ciro Gomes (PDT),https://lupa.uol.com.br/jornalismo/2022/09/05/ciro-entrevista-panico,1,Lupa - UOL,lupa.uol.com.br,
Vídeo sobre pendências de Lula na Justiça é antigo e está desatualizado,Sítio de Atibaia. Condenado a 12 anos e 11 meses de prisão,Publicação no Facebook,https://lupa.uol.com.br/jornalismo/2022/09/02/lula-pendencias-justica,1,Lupa - UOL,lupa.uol.com.br,2022-08-26T00:00:00Z
Vídeo sobre pendências de Lula na Justiça é antigo e está desatualizado,MP das Montadoras. Réu,Publicação no Facebook,https://lupa.uol.com.br/jornalismo/2022/09/02/lula-pendencias-justica,1,Lupa - UOL,lupa.uol.com.br,2022-08-26T00:00:00Z
Vídeo sobre pendências de Lula na Justiça é antigo e está desatualizado,Propina da Odebrecht. Réu,Publicação no Facebook,https://lupa.uol.com.br/jornalismo/2022/09/02/lula-pendencias-justica,1,Lupa - UOL,lupa.uol.com.br,2022-08-26T00:00:00Z
Vídeo sobre pendências de Lula na Justiça é antigo e está desatualizado,Nomeação para Casa Civil. Denunciado,Publicação no Facebook,https://lupa.uol.com.br/jornalismo/2022/09/02/lula-pendencias-justica,1,Lupa - UOL,lupa.uol.com.br,2022-08-26T00:00:00Z
Vídeo sobre pendências de Lula na Justiça é antigo e está desatualizado,Empréstimos do BNDES. Réu,Publicação no Facebook,https://lupa.uol.com.br/jornalismo/2022/09/02/lula-pendencias-justica,1,Lupa - UOL,lupa.uol.com.br,2022-08-26T00:00:00Z
É falso que carne está cara porque JBS fechou frigoríficos no Mato Grosso,"“É por isso que a carne tá cara! Porque a JBS, em complô com o PT, pegava dinheiro a juro praticamente zero, comprou todos os frigoríficos do estado de Mato Grosso e fechou para ter o monopólio”",Autor de vídeo,https://lupa.uol.com.br/jornalismo/2022/09/02/falso-jbs-frigorificos-no-mato-grosso,1,Lupa - UOL,lupa.uol.com.br,
É falso que Marília Arraes votou contra o Auxílio Brasil,Marília Arraes foi um dos 13 deputados federais de Pernambuco que tentaram inviabilizar o pagamento do Auxílio-Brasil,Imagem no WhatsApp,https://lupa.uol.com.br/jornalismo/2022/09/02/marilia-arraes-auxilio-brasil,1,Lupa - UOL,lupa.uol.com.br,
É falso que homem tatuou o ânus em protesto contra Bolsonaro,Homem faz tatuagem no ânus em protesto contra Bolsonaro,Post no Facebook,https://lupa.uol.com.br/jornalismo/2022/09/02/tatuagem-anus-protesto-bolsonaro,1,Lupa - UOL,lupa.uol.com.br,
Vídeo sobre pendências de Lula na Justiça é antigo e está desatualizado,Compra de aviões-caça. Réu,Publicação no Facebook,https://lupa.uol.com.br/jornalismo/2022/09/02/lula-pendencias-justica,1,Lupa - UOL,lupa.uol.com.br,2022-08-26T00:00:00Z
É falso que Datafolha mostrou Bolsonaro com 28% das intenções de voto há quatro dias do primeiro turno de 2018,"Faltando 4 dias corridos pro 1 turno em 2018 o DataFolha disse que Bolsonaro tinha 28%
Nas urnas 4 dias depois fez 46%”",Publicação no Facebook,https://lupa.uol.com.br/jornalismo/2022/09/02/datafolha-bolsonaro-intencao-voto,1,Lupa - UOL,lupa.uol.com.br,
Vídeo sobre pendências de Lula na Justiça é antigo e está desatualizado,Terreno do Instituto Lula. Réu,Publicação no Facebook,https://lupa.uol.com.br/jornalismo/2022/09/02/lula-pendencias-justica,1,Lupa - UOL,lupa.uol.com.br,2022-08-26T00:00:00Z
Vídeo anunciando que Lula está fora das eleições é de 2018,“A maioria do TSE votou para excluir Lula das eleições deste ano”,Trecho do vídeo compartilhado no WhatsApp,https://lupa.uol.com.br/jornalismo/2022/09/02/video-lula-eleicoes-2018,1,Lupa - UOL,lupa.uol.com.br,
É falso vídeo que Lula chama apoiadores de vagabundos e bandidos,“Esses são os seus eleitores”,Usuário do Facebook,https://lupa.uol.com.br/jornalismo/2022/09/02/e-falso-video-que-lula-chama-apoiadores-de-vagabundos-e-bandidos,1,Lupa - UOL,lupa.uol.com.br,2022-09-02T00:00:00Z
Vídeo sobre pendências de Lula na Justiça é antigo e está desatualizado,Quadrilhão do PT. Réu,Publicação no Facebook,https://lupa.uol.com.br/jornalismo/2022/09/02/lula-pendencias-justica,1,Lupa - UOL,lupa.uol.com.br,2022-08-26T00:00:00Z
De cargos secretos a segurança: veja erros e acertos dos candidatos do Rio,Eu tenho 20 anos de vida pública (...). Não acumulei patrimônio,Rodrigo Neves (PDT),https://lupa.uol.com.br/jornalismo/2022/09/01/de-cargos-secretos-a-seguranca-veja-erros-e-acertos-dos-candidatos-do-rio,1,Lupa - UOL,lupa.uol.com.br,
"Na RedeTV!, Bolsonaro usa dados errados em busca do voto das mulheres",No nosso governo são cinco por ano [invasões de terra],Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/01/bolsonaro-rede-tv-eleicoes-2022,1,Lupa - UOL,lupa.uol.com.br,
"Na RedeTV!, Bolsonaro usa dados errados em busca do voto das mulheres","A gasolina, na maioria dos postos dos Brasil, já está abaixo de R$ 5",Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/01/bolsonaro-rede-tv-eleicoes-2022,1,Lupa - UOL,lupa.uol.com.br,
"Na RedeTV!, Bolsonaro usa dados errados em busca do voto das mulheres","Nós imediatamente criamos o auxílio emergencial de R$ 600. Começou com R$ 200 e a última proposta foi minha, através do Vitor Hugo, nosso líder na Câmara naquele momento, de R$ 600",Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/01/bolsonaro-rede-tv-eleicoes-2022,1,Lupa - UOL,lupa.uol.com.br,
De cargos secretos a segurança: veja erros e acertos dos candidatos do Rio,É inaceitável que a cada 7 horas uma mulher sofra violência no Rio de Janeiro,Rodrigo Neves (PDT),https://lupa.uol.com.br/jornalismo/2022/09/01/de-cargos-secretos-a-seguranca-veja-erros-e-acertos-dos-candidatos-do-rio,1,Lupa - UOL,lupa.uol.com.br,
De cargos secretos a segurança: veja erros e acertos dos candidatos do Rio,"No domingo, o próprio Grupo Globo noticiou uma notícia excepcional: nós atingimos um dígito depois de muitos anos. Hoje, o índice é de 9,8% [de desemprego no estado].",Cláudio Castro (PL),https://lupa.uol.com.br/jornalismo/2022/09/01/de-cargos-secretos-a-seguranca-veja-erros-e-acertos-dos-candidatos-do-rio,1,Lupa - UOL,lupa.uol.com.br,
"Na RedeTV!, Bolsonaro usa dados errados em busca do voto das mulheres",Criamos o Ministério da Mulher,Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/01/bolsonaro-rede-tv-eleicoes-2022,1,Lupa - UOL,lupa.uol.com.br,
"Na RedeTV!, Bolsonaro usa dados errados em busca do voto das mulheres",Em 2014 e 2015 [...] se perdeu 3 milhões de empregos,Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/01/bolsonaro-rede-tv-eleicoes-2022,1,Lupa - UOL,lupa.uol.com.br,
"Na RedeTV!, Bolsonaro usa dados errados em busca do voto das mulheres",Não pega fogo na floresta amazônica. Isso é falácia,Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/01/bolsonaro-rede-tv-eleicoes-2022,1,Lupa - UOL,lupa.uol.com.br,
"Na RedeTV!, Bolsonaro usa dados errados em busca do voto das mulheres",No governo FHC era uma por dia [invasão de terra],Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/01/bolsonaro-rede-tv-eleicoes-2022,1,Lupa - UOL,lupa.uol.com.br,
"Na RedeTV!, Bolsonaro usa dados errados em busca do voto das mulheres",O que fizemos a favor da mulher? Eu provo com números. A redução do número de feminicídios,Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/01/bolsonaro-rede-tv-eleicoes-2022,1,Lupa - UOL,lupa.uol.com.br,
É falso que empresa de pesquisas Ipec funciona dentro do Instituto Lula,Ipec e Instituto Lula estão no mesmo endereço,Mensagem no WhatsApp,https://lupa.uol.com.br/jornalismo/2022/09/01/ipec-instituto-lula,1,Lupa - UOL,lupa.uol.com.br,2022-09-01T00:00:00Z
De cargos secretos a segurança: veja erros e acertos dos candidatos do Rio,O Instituto Vital Brazil precisa fazer aquilo que não faz há 20 anos: concurso para pesquisador e para cientista,Rodrigo Neves (PDT),https://lupa.uol.com.br/jornalismo/2022/09/01/de-cargos-secretos-a-seguranca-veja-erros-e-acertos-dos-candidatos-do-rio,1,Lupa - UOL,lupa.uol.com.br,
"Na RedeTV!, Bolsonaro usa dados errados em busca do voto das mulheres",O PT foi contra essa renegociação [dos precatórios],Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/01/bolsonaro-rede-tv-eleicoes-2022,1,Lupa - UOL,lupa.uol.com.br,
"Na RedeTV!, Bolsonaro usa dados errados em busca do voto das mulheres",Temos um problema resolvido aqui que é a questão da segurança alimentar,Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/01/bolsonaro-rede-tv-eleicoes-2022,1,Lupa - UOL,lupa.uol.com.br,
"Na RedeTV!, Bolsonaro usa dados errados em busca do voto das mulheres","[No] Reino Unido, a inflação anual está chegando na casa de 20%",Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/01/bolsonaro-rede-tv-eleicoes-2022,1,Lupa - UOL,lupa.uol.com.br,
"Na RedeTV!, Bolsonaro usa dados errados em busca do voto das mulheres",Nós temos condições de produzir na costa do nosso Nordeste energia [eólica] equivalente a 50 Itaipus,Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/01/bolsonaro-rede-tv-eleicoes-2022,1,Lupa - UOL,lupa.uol.com.br,
"Na RedeTV!, Bolsonaro usa dados errados em busca do voto das mulheres","Por parte do governo, são mais de 60 projetos sancionados por nós, decretos. Tudo visando à mulher",Jair Bolsonaro,https://lupa.uol.com.br/jornalismo/2022/09/01/bolsonaro-rede-tv-eleicoes-2022,1,Lupa - UOL,lupa.uol.com.br,
De cargos secretos a segurança: veja erros e acertos dos candidatos do Rio,Nós estamos valorizando o Segurança Presente. Eram 13 bases (...),Cláudio Castro (PL),https://lupa.uol.com.br/jornalismo/2022/09/01/de-cargos-secretos-a-seguranca-veja-erros-e-acertos-dos-candidatos-do-rio,1,Lupa - UOL,lupa.uol.com.br,
De cargos secretos a segurança: veja erros e acertos dos candidatos do Rio,"A última pesquisa Datafolha mostrou que a gente, no segundo turno, começa a passar o Cláudio Castro",Marcelo Freixo (PSB),https://lupa.uol.com.br/jornalismo/2022/09/01/de-cargos-secretos-a-seguranca-veja-erros-e-acertos-dos-candidatos-do-rio,1,Lupa - UOL,lupa.uol.com.br,
De cargos secretos a segurança: veja erros e acertos dos candidatos do Rio,Nunca foram secretos [os cargos da Ceperj],Cláudio Castro (PL),https://lupa.uol.com.br/jornalismo/2022/09/01/de-cargos-secretos-a-seguranca-veja-erros-e-acertos-dos-candidatos-do-rio,1,Lupa - UOL,lupa.uol.com.br,
É falso que Jayme Monjardim gravou vídeo criticando Fernando Haddad,"Jayme Monjardim, filho da cantora Maysa e diretor de cinema da TV Globo diz que Haddad é um canalha",Mensagem no WhatsAp,https://lupa.uol.com.br/jornalismo/2022/08/31/jayme-monjardim-haddad,1,Lupa - UOL,lupa.uol.com.br,2022-08-31T00:00:00Z
É falso que Vera Magalhães ganha R$ 500 mil por ano da TV Cultura,VERA MAGALHÃES ! A jornalista que ganha 500 mil por ano da fundação sustentada pelo governo de SP. Entendeu ? Doria começou a bancar a jornalista que ataca o presidente em todo o tempo. VAMOS PARAR COM O MI MI MI QUE BOLSONARO É CONTRA AS MULHERES ! A casa caiu Vera !,Silas Malafaia,https://lupa.uol.com.br/jornalismo/2022/08/30/vera-magalhaes-malafaia-cultura,1,Lupa - UOL,lupa.uol.com.br,2022-08-30T00:00:00Z
É falso que Globo entregou folha com respostas a Lula no Jornal Nacional,QUEM JOGOU O PAPEL PARA O LULA? CUSTEI EM ACREDITAR !,Publicação no Facebook,https://lupa.uol.com.br/jornalismo/2022/08/30/globo-respostas-lula-entrevista,1,Lupa - UOL,lupa.uol.com.br,2022-08-27T00:00:00Z
É falso que Vera Magalhães assumiu que fez pergunta porque sabia que Bolsonaro ficaria nervoso,"“Uma das âncoras do debate conta que Vera falou pra ela: ‘Eu sabia que ele iria ficar nervoso, eu fiz até de propósito pra mostrar quem ele é’”",Texto publicado no Facebook que acompanha vídeo da jornalista Fabíola Cidral,https://lupa.uol.com.br/jornalismo/2022/08/30/vera-magalhaes-pergunta-bolsonaro,1,Lupa - UOL,lupa.uol.com.br,
Polícia Federal não realizou operação contra a Rede Globo em 30 de agosto,"Polícia Federal faz mega operação na emissora Rede Globo. Primeira operação #PEANDRA #TVGLOBO DE COMUNICAÇÃO, nessa sexta-feira dia 30 de agosto, PF vai a sede da tv Globo colher computadores Documentos. Referentes a uso do dinheiro público",Facebook,https://lupa.uol.com.br/jornalismo/2019/09/03/verificamos-globo-pf,1,Lupa - UOL,lupa.uol.com.br,2019-09-03T00:00:00Z
É falsa foto de Silas Malafaia apoiando Lula exibida em vídeo viral,“Começaram a pular do barco #ForaBolsonaro”,Usuário de redes sociais,https://lupa.uol.com.br/jornalismo/2022/08/30/e-falsa-foto-de-silas-malafaia-apoiando-lula-exibida-em-video-viral,1,Lupa - UOL,lupa.uol.com.br,
É falsa foto de Lula abraçando e beijando Suzane von Richthofen,“Candidato de alguns beijando e abraçando Suzane von Richtoffen. Aquela que matou pai e mãe.”,Usuário de redes sociais,https://lupa.uol.com.br/jornalismo/2022/08/30/falsa-foto-lula-suzane-richthofen,1,Lupa - UOL,lupa.uol.com.br,
Debate: Ciro erra ao falar de educação e acerta sobre inadimplência,O Ceará tem hoje a melhor educação pública do Brasil,Ciro Gomes,https://www.bol.uol.com.br/noticias/2022/08/29/ciro-erra-ao-falar-de-educacao-e-acerta-sobre-fome-e-inadimplencia.htm,1,BOL - UOL,bol.uol.com.br,2022-08-28T00:00:00Z
"De Auxílio Brasil a desmatamento, de Petrobras a impostos: saiba quais dados eram falsos no debate da Band",“Esse que vos fala gerou 22 milhões de empregos no país”,"Luiz Inácio Lula da Silva (PT), candidato à presidência da República, no debate realizado por Band, Folha de S.Paulo, TV Cultura e UOL no dia 28 de agosto de 2022",https://lupa.uol.com.br/jornalismo/2022/08/28/checagem-debate-band-presidenciaveis-2022,1,Lupa - UOL,lupa.uol.com.br,2022-08-29T00:00:00Z
"De Auxílio Brasil a desmatamento, de Petrobras a impostos: saiba quais dados eram falsos no debate da Band",“[A inflação no Brasil é] Menor até que a dos EUA”,Jair Bolsonaro (PL),https://lupa.uol.com.br/jornalismo/2022/08/28/checagem-debate-band-presidenciaveis-2022,1,Lupa - UOL,lupa.uol.com.br,2022-08-28T00:00:00Z
